Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ13,OUT049,766.78534
FDB57,OUT019,562.88684
FDR40,OUT046,1309.0095
NCO14,OUT019,114.62021
NCN19,OUT045,3055.543
FDQ28,OUT019,334.60623
FDO13,OUT018,2474.923
FDK48,OUT013,1265.5222
FDU07,OUT018,2314.2195
FDW20,OUT046,2090.0125
FDV12,OUT010,182.96948
FDH24,OUT013,2620.765
FDV59,OUT049,3672.3196
FDK57,OUT045,2041.1287
FDL16,OUT027,1111.1858
NCQ17,OUT046,2506.6353
FDJ15,OUT018,2846.0964
FDX24,OUT049,1514.5698
FDT47,OUT046,1562.1155
FDT10,OUT049,940.35986
FDZ37,OUT018,1372.3707
FDW43,OUT027,6164.8574
DRN36,OUT017,1564.4653
FDJ14,OUT045,1286.0114
FDA32,OUT013,3682.012
FDJ38,OUT019,513.54205
FDQ57,OUT017,2464.1775
NCQ41,OUT019,509.13922
FDG56,OUT049,917.2918
DRC13,OUT027,3163.2087
FDV55,OUT035,2468.942
FDQ49,OUT045,2622.8792
FDE29,OUT010,163.28542
FDR03,OUT013,3525.3367
FDD45,OUT049,1514.5698
FDN38,OUT010,537.0264
FDT56,OUT046,848.7835
FDT48,OUT045,3491.139
FDU03,OUT049,2994.42
FDC56,OUT010,256.86737
NCO43,OUT027,2788.002
FDQ27,OUT017,1611.5001
FDR03,OUT046,3493.5872
DRH23,OUT010,147.08533
FDG22,OUT045,666.986
NCJ42,OUT013,1612.9935
FDR24,OUT046,1468.5493
FDW60,OUT035,2937.323
FDJ08,OUT013,3091.8132
DRL59,OUT018,735.23035
FDG60,OUT010,535.1173
FDW27,OUT017,2510.2673
FDX14,OUT018,1202.5535
FDC20,OUT013,828.481
NCS29,OUT018,3513.1995
FDJ56,OUT046,1600.4077
FDB20,OUT019,199.03525
FDL28,OUT027,6164.8574
FDW01,OUT018,2314.2195
FDL03,OUT046,3065.8362
FDX22,OUT049,3694.6746
FDJ21,OUT035,2468.942
FDR31,OUT045,2461.5864
FDG21,OUT035,2484.638
FDS22,OUT027,1111.1858
FDK08,OUT035,1578.0723
FDE17,OUT018,2314.2195
NCN30,OUT017,1564.4653
FDT50,OUT046,1564.1497
NCX42,OUT049,2644.2856
FDJ12,OUT035,3749.9395
NCA18,OUT027,2980.306
FDP23,OUT019,501.60992
FDX12,OUT013,3909.9956
FDN40,OUT018,2347.0935
FDV48,OUT035,1286.6583
NCY54,OUT013,2945.565
FDL16,OUT010,107.52324
FDR45,OUT018,3391.8577
FDJ52,OUT046,2648.5334
DRG01,OUT017,1284.1152
FDP52,OUT013,3853.1567
FDU58,OUT017,3079.2715
FDL02,OUT045,1610.8531
FDG28,OUT013,3909.9956
FDA19,OUT035,2041.7758
FDW46,OUT027,1849.7115
NCD43,OUT049,1620.1483
DRG39,OUT013,767.69354
NCF55,OUT049,662.1777
FDJ07,OUT046,1998.4764
FDE08,OUT046,2468.1284
FDP56,OUT019,139.49782
FDT45,OUT045,793.4373
FDF17,OUT018,2848.9482
FDX44,OUT046,1439.8192
FDM28,OUT027,4853.0
FDI36,OUT049,3068.2688
FDS07,OUT045,1952.6176
FDD36,OUT045,1952.6176
FDW11,OUT046,974.1883
FDN40,OUT049,2493.8914
NCQ18,OUT049,1564.1497
NCQ54,OUT017,2781.035
NCS42,OUT045,1516.2727
DRH39,OUT010,172.51678
FDC09,OUT027,2775.2231
FDT08,OUT010,401.7936
FDC08,OUT035,3871.807
FDT20,OUT017,660.6535
FDS35,OUT035,1019.4037
FDX58,OUT018,2833.209
FDW58,OUT046,1620.1483
DRD27,OUT046,1586.7207
FDH32,OUT019,250.99007
FDS26,OUT035,4161.881
FDQ31,OUT046,1439.8192
FDP11,OUT018,3281.6218
FDD58,OUT017,1578.0723
FDM33,OUT045,3756.3813
FDZ16,OUT049,3079.9724
NCS29,OUT010,578.07654
NCM18,OUT019,168.73982
FDP11,OUT049,3750.52
NCC42,OUT017,2048.663
DRM23,OUT046,2930.856
NCN55,OUT027,6029.869
FDK46,OUT013,4048.4883
FDR01,OUT046,3054.1326
NCA05,OUT045,2461.5864
NCP43,OUT017,2950.548
FDR12,OUT010,379.2222
FDQ01,OUT013,3989.3442
FDM13,OUT046,2090.0125
FDQ19,OUT017,3940.2358
FDK56,OUT019,538.07245
NCX06,OUT010,461.71475
FDO56,OUT027,2967.3237
FDU45,OUT045,1835.5587
FDI16,OUT019,156.22931
FDL32,OUT046,1868.3976
FDA07,OUT046,2090.0125
FDA14,OUT045,2461.5864
FDV46,OUT027,3136.5098
NCO07,OUT035,3722.9185
NCP41,OUT046,1620.1483
FDY60,OUT018,1912.3726
FDN38,OUT017,4007.9514
FDO15,OUT046,1114.4235
FDT60,OUT013,2072.287
FDA55,OUT035,3871.807
FDE02,OUT010,183.43625
DRJ39,OUT049,3750.52
FDV34,OUT035,1126.1917
FDS20,OUT027,5404.7124
FDF02,OUT027,2775.2231
FDW40,OUT017,2079.078
NCB43,OUT046,3068.4573
FDR58,OUT017,1480.5829
DRJ59,OUT035,669.1911
NCD30,OUT017,1578.0723
FDE14,OUT017,1566.4995
FDC28,OUT018,1523.6656
FDU16,OUT018,1267.5598
NCD19,OUT035,848.5435
FDU21,OUT046,660.4191
FDV59,OUT027,5497.983
FDU03,OUT045,2995.7336
FDC33,OUT010,661.4362
NCR42,OUT035,664.13885
DRH59,OUT035,1126.1917
NCM31,OUT035,2048.663
FDS50,OUT035,3823.9297
FDP39,OUT046,790.3648
FDQ55,OUT013,1980.7509
FDV36,OUT019,307.06696
FDI05,OUT027,2199.0383
FDS45,OUT027,2878.79
FDA39,OUT045,666.986
FDC37,OUT010,244.97437
FDJ60,OUT027,4542.0356
DRQ35,OUT046,2090.0125
NCJ06,OUT046,2090.0125
NCY42,OUT018,2267.4172
DRM37,OUT049,3079.9724
FDR14,OUT045,769.781
FDE51,OUT049,682.07043
FDT33,OUT017,2781.035
FDR08,OUT013,1856.2975
FDE36,OUT010,400.78537
FDL22,OUT019,294.8398
FDR44,OUT013,2072.287
FDI56,OUT019,225.14223
FDE47,OUT010,258.42572
FDV27,OUT010,182.41632
FDV10,OUT049,680.7152
FDC40,OUT045,1286.0114
NCX41,OUT013,3698.5728
NCQ38,OUT027,2775.2231
FDV12,OUT027,2781.3586
FDE52,OUT017,1451.8528
FDG20,OUT027,4686.9697
FDV16,OUT027,1062.922
FDI32,OUT017,1947.4001
FDJ32,OUT049,940.35986
FDN39,OUT018,2621.9822
FDY34,OUT017,2829.5576
FDC14,OUT035,682.6759
FDA55,OUT017,3863.7744
FDZ50,OUT010,455.9913
DRG13,OUT049,2644.2856
FDP01,OUT013,2500.1433
NCG54,OUT017,2935.6653
FDM13,OUT045,2041.1287
NCO18,OUT027,4870.237
NCW41,OUT013,2511.2253
FDM52,OUT027,4063.013
NCF55,OUT035,664.13885
FDT09,OUT046,2090.0125
NCM19,OUT035,1807.7373
FDW12,OUT018,2267.4172
FDP15,OUT019,578.1106
FDK36,OUT045,744.33875
FDZ25,OUT035,2937.323
NCW06,OUT049,3082.5935
FDW60,OUT046,2945.7388
DRC49,OUT013,2458.0464
NCT17,OUT035,3068.219
NCN06,OUT018,2474.923
FDC45,OUT013,2932.3447
DRJ47,OUT019,474.33615
NCF06,OUT045,4099.3213
FDE21,OUT010,258.34814
DRG27,OUT013,676.35657
FDW40,OUT049,2100.6143
NCO53,OUT046,3072.1543
FDE23,OUT049,682.07043
FDQ16,OUT046,1620.1483
FDS26,OUT045,4104.0986
FDZ13,OUT010,116.972046
FDS14,OUT049,2504.9734
FDC10,OUT045,1978.6073
FDY16,OUT049,3086.2905
FDJ20,OUT035,2041.7758
FDV43,OUT035,684.0311
FDZ32,OUT027,2775.2231
FDR23,OUT046,2930.856
FDN24,OUT035,794.0843
FDE34,OUT027,5393.5527
FDU31,OUT013,3740.1538
FDW33,OUT018,1523.6656
FDU26,OUT046,1998.4764
FDE20,OUT027,4537.5737
NCW05,OUT035,1611.5001
FDB22,OUT018,2314.2195
FDO56,OUT046,1998.4764
FDA19,OUT027,3169.517
DRI39,OUT045,847.89655
FDH52,OUT018,868.1294
FDZ50,OUT035,3078.2434
NCN42,OUT035,2468.942
FDB53,OUT013,2458.0464
DRG11,OUT017,1611.5001
DRK11,OUT027,4063.013
FDQ60,OUT017,2041.7758
FDT36,OUT017,658.331
DRG25,OUT018,2846.0964
DRJ23,OUT046,3068.4573
FDG05,OUT035,2640.4812
NCK06,OUT018,1905.485
FDU52,OUT017,2503.7983
FDW07,OUT018,1372.3707
NCM17,OUT045,683.38416
FDA22,OUT045,2846.9307
NCA41,OUT018,2848.9482
FDF38,OUT035,682.6759
FDH52,OUT046,974.1883
FDY58,OUT019,556.6263
FDZ16,OUT045,3052.9219
NCM18,OUT017,964.44293
FDA22,OUT018,2570.666
NCJ43,OUT035,2937.323
FDI34,OUT027,6164.8574
FDG56,OUT046,974.1883
FDS34,OUT046,1998.4764
DRC01,OUT035,744.9856
FDQ04,OUT035,669.1911
FDK04,OUT035,851.1351
FDT51,OUT049,1788.7045
FDV26,OUT017,3076.6504
FDS04,OUT049,2100.6143
FDW43,OUT018,3346.6453
FDQ28,OUT010,414.04617
NCK06,OUT017,2041.7758
FDS23,OUT018,1905.485
FDZ36,OUT019,504.5545
FDE56,OUT018,908.94073
FDW10,OUT027,4695.6543
NCN14,OUT045,3059.24
NCQ18,OUT045,1572.8406
FDW08,OUT017,1611.5001
FDU43,OUT035,3894.9119
FDR33,OUT010,301.5622
FDM24,OUT010,401.7936
NCZ05,OUT046,1620.1483
NCV41,OUT035,1836.2057
FDV11,OUT018,2729.95
NCY05,OUT035,664.13885
FDV44,OUT018,2851.5693
FDW32,OUT049,1317.5948
NCU18,OUT027,3351.2793
NCC43,OUT035,4010.0876
FDW19,OUT013,1823.6981
FDN31,OUT035,3068.219
FDI48,OUT045,744.33875
FDS24,OUT017,1480.5829
FDF46,OUT049,2002.1907
DRG23,OUT017,2479.074
FDG14,OUT018,2267.4172
NCY30,OUT049,2986.648
FDO28,OUT018,1905.485
DRD24,OUT035,2048.663
FDI33,OUT049,1467.1261
FDN32,OUT046,3072.1543
FDR16,OUT045,3678.181
FDF26,OUT046,2500.1663
NCN29,OUT018,683.7704
FDE20,OUT045,2846.9307
FDA46,OUT046,3068.4573
FDU28,OUT045,3055.543
FDQ48,OUT045,1577.4253
FDV36,OUT013,2072.287
FDR14,OUT018,735.23035
FDP23,OUT017,3724.7383
FDP56,OUT013,767.69354
FDK48,OUT010,174.28554
FDR48,OUT046,2478.884
NCY29,OUT049,833.6721
FDM22,OUT018,735.23035
DRJ01,OUT013,2641.5898
FDZ43,OUT045,3910.7039
FDV03,OUT035,2511.8152
FDX11,OUT027,5450.378
NCA41,OUT027,5516.4185
FDE38,OUT017,2829.5576
FDI27,OUT018,663.79407
FDN32,OUT013,3101.8376
NCN43,OUT017,2041.7758
FDB47,OUT027,5617.495
FDV03,OUT017,2510.2673
NCN30,OUT045,1565.8525
NCV54,OUT010,256.13147
FDV07,OUT013,1779.1987
FDP07,OUT049,3068.2688
FDK48,OUT018,987.4443
FDM15,OUT019,326.60455
FDY19,OUT027,2967.3237
FDK46,OUT046,4104.285
FDY11,OUT045,1018.7567
FDH09,OUT046,790.3648
FDO08,OUT027,4542.0356
FDU14,OUT013,3980.0898
FDD22,OUT027,2993.1418
FDM27,OUT017,2620.7651
FDL02,OUT027,2778.2258
NCA17,OUT035,2468.942
FDE38,OUT019,481.9512
NCG07,OUT049,3082.5935
DRC27,OUT013,3909.9956
FDA27,OUT035,4019.342
FDW40,OUT045,2048.016
DRI11,OUT013,1980.7509
FDN50,OUT046,1560.2251
FDR12,OUT046,2924.2231
FDT34,OUT027,2775.2231
FDW11,OUT035,976.5396
NCO30,OUT027,5435.964
FDZ34,OUT017,3076.6504
FDU45,OUT017,1836.2057
NCD42,OUT035,664.13885
FDX25,OUT045,2978.366
NCR29,OUT046,848.7835
FDX43,OUT019,441.50516
FDB04,OUT010,175.56726
FDR49,OUT027,1269.3577
FDS39,OUT018,1912.3726
FDW58,OUT045,1610.8531
FDG22,OUT019,87.08349
FDG31,OUT017,987.305
NCV53,OUT027,6029.869
DRJ37,OUT035,2468.942
FDV07,OUT035,1770.8846
FDW52,OUT018,2484.5693
FDT15,OUT045,3059.24
FDD02,OUT018,1854.726
FDM16,OUT035,1088.2842
NCE55,OUT046,2930.856
FDB57,OUT018,3289.3445
FDQ04,OUT013,680.55286
FDQ47,OUT019,90.46499
FDY14,OUT019,532.38855
DRK37,OUT017,3079.2715
FDO25,OUT017,3747.0933
FDL57,OUT046,4109.0625
NCK29,OUT018,1905.485
FDK46,OUT027,6014.562
NCB43,OUT010,462.60992
DRE01,OUT027,6029.869
FDC46,OUT018,2846.0964
FDQ23,OUT045,1610.8531
FDX38,OUT049,743.0248
FDG60,OUT018,3346.6453
FDW55,OUT017,3940.2358
FDP39,OUT013,743.933
FDB20,OUT018,1202.5535
FDV21,OUT017,2041.7758
FDZ02,OUT013,1565.9587
FDP19,OUT027,3169.517
FDA38,OUT035,3948.2683
FDH22,OUT045,2041.1287
DRM11,OUT045,4119.6875
FDO12,OUT027,5516.4185
FDT14,OUT049,2093.7268
FDW34,OUT010,528.51953
FDG04,OUT027,5382.3345
FDW59,OUT018,1283.8257
FDR33,OUT018,1523.6656
FDP32,OUT013,2072.287
FDL13,OUT027,6102.745
FDD22,OUT013,1972.3472
FDV40,OUT027,1849.7115
NCD55,OUT046,678.95667
FDQ20,OUT010,107.42139
FDD28,OUT045,850.4881
FDC39,OUT045,3705.202
NCR17,OUT049,2002.1907
DRO35,OUT018,1833.1677
FDF40,OUT049,3960.7837
FDR31,OUT018,2267.4172
NCQ41,OUT017,3076.6504
FDP38,OUT046,741.26624
NCU54,OUT027,5608.829
FDG22,OUT018,575.35046
DRK59,OUT013,3853.1567
FDC37,OUT046,1620.1483
NCO42,OUT013,2458.0464
NCT42,OUT017,2464.1775
FDX27,OUT035,1516.9197
FDV40,OUT018,987.4443
FDT45,OUT027,1751.2252
FDS47,OUT019,228.65852
FDR45,OUT035,3933.1133
FDB03,OUT045,3910.7039
FDO49,OUT035,794.0843
FDU60,OUT027,4542.0356
FDB26,OUT018,711.2664
FDB46,OUT017,3724.7383
FDQ37,OUT019,467.78732
FDN03,OUT017,4007.9514
NCX30,OUT045,3960.7837
FDK32,OUT019,336.41098
DRM47,OUT013,3091.8132
NCO02,OUT046,1017.05237
FDP04,OUT013,983.6269
NCO43,OUT049,1618.0636
FDD59,OUT013,1308.0089
FDQ10,OUT017,2935.6653
FDW45,OUT035,2468.942
NCK30,OUT049,3981.7776
FDU31,OUT018,3266.3845
NCQ17,OUT019,334.60623
FDN01,OUT017,2935.6653
FDZ19,OUT049,2940.701
DRG37,OUT017,2510.2673
FDE32,OUT045,663.4919
FDO34,OUT049,2832.4048
FDM04,OUT019,139.09169
FDZ25,OUT049,2854.2087
FDU08,OUT049,1586.7207
NCW30,OUT045,4099.3213
NCM18,OUT013,936.5066
FDS22,OUT035,684.0311
NCH18,OUT017,3940.2358
FDC23,OUT013,2960.4478
FDY46,OUT013,3091.8132
NCU06,OUT046,3845.0195
FDX57,OUT045,1572.8406
FDX36,OUT027,5664.716
FDL16,OUT045,744.33875
FDT16,OUT010,581.76434
FDN16,OUT018,1523.6656
FDC03,OUT046,3065.8362
DRF60,OUT013,3909.9956
FDS27,OUT027,5514.332
FDP33,OUT010,616.9442
FDJ36,OUT018,1503.9248
NCR42,OUT013,658.3381
FDV14,OUT017,1367.9078
NCP42,OUT035,3065.598
FDB50,OUT027,2215.9114
NCC30,OUT027,4686.9697
FDA23,OUT018,1521.5809
FDW16,OUT017,1480.5829
FDQ52,OUT010,561.54553
FDB58,OUT049,2471.9658
NCP29,OUT049,986.22235
NCM05,OUT045,4119.6875
FDO25,OUT013,3698.5728
NCM54,OUT046,2090.0125
NCL54,OUT046,2930.856
FDL39,OUT010,475.20828
FDF53,OUT018,2754.4377
NCQ42,OUT035,2041.7758
FDF58,OUT013,959.3686
FDZ04,OUT035,1019.4037
FDE26,OUT019,333.7092
FDS60,OUT017,3005.8157
FDV58,OUT017,3076.6504
FDM04,OUT045,769.781
FDE08,OUT035,2468.942
NCB43,OUT049,3082.5935
FDU11,OUT010,256.13147
FDF22,OUT019,511.25726
FDE24,OUT013,2079.1746
DRJ49,OUT046,2090.0125
NCQ53,OUT035,3894.9119
NCL41,OUT013,658.3381
FDR22,OUT013,1823.6981
FDH04,OUT035,1516.9197
DRH15,OUT045,683.38416
FDY40,OUT049,743.0248
NCI17,OUT035,1566.4995
NCC18,OUT013,2945.565
FDY28,OUT027,5497.983
FDB45,OUT027,2775.2231
NCL30,OUT018,1905.485
FDM10,OUT017,3724.7383
FDH22,OUT027,3174.6184
NCZ53,OUT017,3079.2715
NCI18,OUT013,3777.9019
FDH14,OUT027,3160.6306
FDR36,OUT027,1111.1858
FDW01,OUT045,2472.342
FDK02,OUT027,2967.3237
FDJ02,OUT018,2267.4172
FDU55,OUT013,4111.665
NCV18,OUT027,2348.0105
FDH14,OUT018,1905.485
FDZ37,OUT045,1479.9359
FDX49,OUT049,3851.486
NCD43,OUT046,1620.1483
FDZ07,OUT013,936.5066
FDK43,OUT035,2041.7758
FDR32,OUT018,3346.6453
FDT39,OUT013,2473.7424
NCV54,OUT017,2041.7758
FDF38,OUT018,596.2103
FDV60,OUT046,3065.8362
FDH44,OUT027,4078.101
FDS21,OUT046,974.1883
NCL41,OUT045,663.4919
FDM46,OUT017,1516.9197
FDU27,OUT045,744.33875
NCJ54,OUT017,3886.8794
DRG51,OUT018,2484.5693
NCA29,OUT019,442.21762
FDR47,OUT045,3052.9219
NCL19,OUT027,3153.2695
DRG01,OUT049,1251.4716
FDG10,OUT046,848.7835
NCV05,OUT049,2471.5796
NCH18,OUT019,548.404
FDV14,OUT018,1305.6207
DRJ23,OUT035,3068.219
DRJ11,OUT046,3068.4573
FDZ03,OUT017,3082.9685
FDI27,OUT010,107.52324
FDJ14,OUT018,1258.0012
FDU32,OUT017,2041.7758
FDD47,OUT027,4526.071
DRF36,OUT035,3068.219
FDM21,OUT046,4104.285
FDV10,OUT018,597.56555
FDH60,OUT018,2848.9482
FDX47,OUT010,415.09122
FDT19,OUT019,442.3954
FDO11,OUT045,3972.5232
FDH24,OUT027,4472.684
FDL02,OUT018,1523.6656
FDB02,OUT049,2940.701
FDA43,OUT046,3065.8362
FDG52,OUT045,744.33875
DRC12,OUT013,3091.8132
FDY37,OUT018,1912.3726
NCU18,OUT045,2048.016
FDU09,OUT035,851.1351
DRJ25,OUT027,1307.198
DRE12,OUT018,1760.1351
DRL47,OUT017,2041.7758
DRK01,OUT046,1562.1155
FDC22,OUT019,512.16925
FDG44,OUT013,786.19666
FDW04,OUT035,2041.7758
FDK09,OUT049,3842.222
NCN43,OUT035,2041.7758
FDG04,OUT049,3082.5935
FDH32,OUT010,183.43625
DRI47,OUT017,2464.1775
DRE15,OUT013,1086.6918
FDY11,OUT035,1019.4037
FDO60,OUT049,682.07043
FDQ20,OUT018,596.2103
FDO57,OUT027,4386.086
FDT14,OUT019,321.31738
FDA57,OUT049,677.87415
DRN35,OUT017,658.331
FDJ03,OUT046,741.26624
FDX28,OUT017,1609.4154
DRE25,OUT045,1479.9359
FDR09,OUT046,4109.0625
FDB23,OUT035,3885.6477
FDO08,OUT045,2648.6301
FDQ23,OUT049,1618.0636
FDW04,OUT013,2072.287
DRK13,OUT010,661.4362
NCL17,OUT027,3160.6306
FDY21,OUT035,3065.598
FDJ38,OUT027,5358.884
FDA37,OUT019,307.06696
FDV43,OUT013,682.9784
FDL36,OUT046,1514.5698
FDD53,OUT045,679.18787
FDZ19,OUT010,434.82825
FDV21,OUT045,2041.1287
NCL54,OUT018,2729.95
DRI47,OUT027,4078.101
DRG03,OUT049,2500.3604
FDG21,OUT013,2458.0464
FDW03,OUT018,1523.6656
NCI55,OUT046,2090.0125
DRC36,OUT019,444.87463
FDH22,OUT017,2041.7758
FDV20,OUT045,2041.1287
NCU41,OUT027,5516.4185
FDN46,OUT027,2775.2231
FDK50,OUT045,2648.6301
NCA05,OUT027,4063.013
DRH01,OUT018,2729.95
FDT08,OUT018,2267.4172
FDM08,OUT018,3368.1658
FDZ07,OUT035,976.5396
FDS22,OUT017,743.9259
FDV35,OUT027,4354.236
FDI28,OUT010,174.28554
FDW58,OUT027,2878.79
FDT52,OUT045,3910.7039
FDY34,OUT046,2648.5334
FDR10,OUT046,2648.5334
FDK57,OUT017,2041.7758
FDR02,OUT027,3002.3591
FDX49,OUT046,3845.0195
FDQ20,OUT046,676.1156
DRK23,OUT045,3972.5232
NCW06,OUT046,3068.4573
FDR31,OUT017,2464.1775
NCE43,OUT013,2859.2737
DRO59,OUT027,2199.0383
FDN09,OUT049,3908.325
FDR11,OUT046,2648.5334
FDO57,OUT013,2641.5898
NCX18,OUT017,3076.6504
FDB05,OUT018,3392.739
FDQ08,OUT018,882.58826
NCG43,OUT035,1516.9197
FDJ56,OUT013,1612.9935
FDA13,OUT010,106.851074
FDO56,OUT017,1953.2646
FDB37,OUT018,3391.8577
FDZ02,OUT018,1476.6309
FDQ24,OUT046,3962.5742
FDM16,OUT013,1058.201
FDU35,OUT049,1586.7207
FDT35,OUT035,2859.6067
NCX30,OUT049,3908.325
FDG04,OUT017,3079.2715
FDI12,OUT035,1370.4509
FDE35,OUT035,949.6685
NCP14,OUT027,2775.2231
NCY53,OUT045,1770.2377
FDP49,OUT017,836.8612
FDQ04,OUT017,680.546
FDM39,OUT035,2983.27
FDO58,OUT019,478.52908
FDC56,OUT017,2035.6589
NCQ54,OUT046,2829.3481
FDV10,OUT027,1111.1858
NCK17,OUT046,676.1156
NCF55,OUT027,1062.922
FDV33,OUT013,4111.665
NCH29,OUT019,250.6869
FDA37,OUT027,3192.0872
FDH46,OUT018,1523.6656
FDS25,OUT035,1807.7373
FDH04,OUT027,2749.5593
FDX52,OUT046,3068.4573
NCD42,OUT017,660.6535
FDW47,OUT017,2041.7758
FDL25,OUT027,2749.8298
NCJ06,OUT010,256.13147
FDY09,OUT013,2945.565
FDS40,OUT046,660.4191
FDH41,OUT017,3724.7383
FDG38,OUT035,1362.3856
FDU03,OUT027,4853.0
FDV20,OUT046,2090.0125
DRB13,OUT045,3055.543
NCQ30,OUT013,2072.287
NCH06,OUT013,3909.9956
FDU50,OUT018,1760.1351
NCO42,OUT019,303.30664
FDW09,OUT018,1202.5535
FDH04,OUT013,1470.9694
FDC21,OUT045,1610.8531
FDL21,OUT049,677.87415
FDM46,OUT010,183.7662
FDT22,OUT019,168.08162
FDB28,OUT035,3053.8943
FDI12,OUT018,1372.3707
FDA28,OUT045,2041.1287
FDF59,OUT013,2072.287
FDM45,OUT027,3152.3098
FDQ56,OUT017,1319.1129
FDR46,OUT049,2460.824
FDT01,OUT013,3682.012
FDD16,OUT027,1915.0363
NCU30,OUT010,412.1044
FDM40,OUT010,314.886
FDI56,OUT035,1516.9197
NCS30,OUT013,2072.287
FDU08,OUT017,1578.0723
FDX51,OUT027,5514.332
FDA43,OUT045,3052.9219
FDX59,OUT010,109.377014
FDC37,OUT018,1523.6656
FDP58,OUT013,3740.1538
NCY42,OUT035,2048.663
FDF21,OUT018,2851.5693
FDU10,OUT027,1062.922
DRL47,OUT018,1905.485
FDA58,OUT018,3362.9802
FDJ22,OUT049,3082.5935
FDK50,OUT046,2648.5334
FDO38,OUT035,1286.6583
DRF60,OUT035,3948.2683
NCZ42,OUT019,554.0639
FDD35,OUT049,2031.2053
FDL25,OUT045,1516.2727
FDJ16,OUT013,828.481
DRK59,OUT049,3851.486
FDI50,OUT046,3845.0195
NCB19,OUT045,1451.2058
DRI37,OUT035,949.6685
FDA14,OUT027,4063.013
FDC08,OUT018,3346.6453
FDS45,OUT046,1620.1483
FDI21,OUT049,986.22235
DRJ47,OUT035,2937.323
DRE37,OUT027,5358.884
FDT55,OUT018,2437.4263
NCG42,OUT027,3169.517
FDA31,OUT049,2934.068
NCW42,OUT046,3774.0374
FDF50,OUT017,3076.6504
FDK56,OUT049,3082.5935
FDX10,OUT035,664.13885
NCK07,OUT027,4454.993
FDZ49,OUT017,3815.8972
FDR33,OUT013,1612.9935
FDO44,OUT018,1730.1334
FDA20,OUT046,3068.4573
NCL30,OUT045,2041.1287
FDI05,OUT019,194.48024
FDQ12,OUT018,3346.6453
FDH47,OUT017,1564.4653
FDH34,OUT018,2842.3994
FDF29,OUT046,2090.0125
FDG40,OUT018,575.35046
NCE18,OUT017,3990.3154
FDP21,OUT010,464.2
FDY50,OUT013,1440.7489
FDB36,OUT049,2093.7268
NCZ29,OUT049,2093.7268
FDU20,OUT018,1854.726
FDO56,OUT013,1980.7509
FDW31,OUT049,3079.9724
DRH59,OUT013,1086.6918
NCB30,OUT017,3076.6504
FDK43,OUT027,3174.6184
FDW43,OUT045,3857.3474
NCL19,OUT017,2048.663
FDJ27,OUT046,1600.4077
FDC45,OUT046,2851.152
FDY40,OUT035,770.428
NCM41,OUT035,1516.9197
NCK18,OUT019,481.9512
FDP37,OUT049,2093.7268
FDA27,OUT027,6014.562
NCX30,OUT035,3948.2683
FDR09,OUT017,4068.1746
FDG08,OUT027,4702.7075
NCU30,OUT013,2641.5898
FDB16,OUT017,1451.8528
FDM16,OUT017,1090.8916
FDC48,OUT013,1308.0089
NCF18,OUT046,3068.4573
FDU46,OUT018,1372.3707
FDH41,OUT018,3266.3845
NCN42,OUT010,402.8394
FDU49,OUT046,1439.8192
FDB20,OUT027,2215.9114
FDG50,OUT019,225.14223
FDW20,OUT045,2041.1287
NCO55,OUT049,1620.1483
FDX48,OUT046,2500.1663
FDU48,OUT046,2090.0125
FDR48,OUT019,322.3391
FDK27,OUT013,2072.287
FDT35,OUT013,2650.8384
FDN12,OUT049,1620.1483
NCE31,OUT019,87.825615
FDL21,OUT017,679.1908
FDV56,OUT017,1611.5001
FDR16,OUT017,3724.7383
NCP41,OUT049,1620.1483
FDJ27,OUT013,1612.9935
FDA07,OUT017,2041.7758
FDK55,OUT049,1467.1261
FDM33,OUT049,3750.52
FDY46,OUT046,3068.4573
FDD36,OUT046,1998.4764
FDB12,OUT027,2775.2231
FDF28,OUT019,307.06696
NCE07,OUT019,333.7092
FDW50,OUT027,4536.7573
NCW18,OUT017,3925.0808
NCJ17,OUT019,221.56645
DRZ24,OUT010,256.13147
FDS07,OUT035,1953.2646
NCW05,OUT010,301.5622
FDZ22,OUT018,1258.0012
FDK02,OUT046,1998.4764
FDZ45,OUT027,5508.606
FDL25,OUT046,1468.5493
FDS08,OUT045,2924.647
NCZ42,OUT027,6102.745
FDX57,OUT035,1566.4995
FDF21,OUT046,3068.4573
FDJ56,OUT018,1485.6531
FDX10,OUT013,660.6606
DRG48,OUT035,2468.942
DRN37,OUT046,2829.3481
NCY41,OUT018,575.35046
FDN28,OUT045,1610.8531
FDE34,OUT045,2978.366
FDR10,OUT045,2648.6301
FDC32,OUT017,1516.9197
DRG13,OUT046,2648.5334
FDP59,OUT049,1620.1483
NCT53,OUT010,383.13034
FDL57,OUT027,6014.562
FDN32,OUT010,461.58118
FDK09,OUT018,3346.6453
FDA52,OUT010,370.8649
FDC57,OUT049,3082.5935
FDI09,OUT035,3948.2683
NCB07,OUT046,3054.1326
FDP26,OUT035,1611.5001
FDP40,OUT027,3083.6787
FDL15,OUT013,2473.7424
FDV07,OUT046,1833.2039
FDS03,OUT017,1011.5633
FDE50,OUT049,3082.5935
FDQ15,OUT017,1284.1152
FDQ33,OUT010,401.7936
FDT22,OUT013,828.481
DRO35,OUT035,1953.2646
FDJ41,OUT049,4104.0986
FDQ27,OUT035,1611.5001
FDC26,OUT017,1819.6636
NCF43,OUT027,3351.2793
